account_id,country,industry,account_age_months,monthly_tpv,tpv_trend_3m_pct,txn_count_monthly,avg_ticket_size,num_products_used,login_freq_monthly,disputes_90d,chargebacks_90d,support_tickets_90d,failed_txn_ratio,churn
SMB_EU_005298,IT,Retail,8,6810.03,-18.68,82,83.05,3,12,1,2,2,0.129,1
SMB_EU_005299,NL,Hospitality,36,9169.67,-12.64,33,277.87,1,11,0,1,1,0.048,1
SMB_EU_005300,DE,Retail,24,12595.83,-47.32,142,88.7,2,15,1,0,1,0.111,0
SMB_EU_005301,ES,E-commerce,29,21144.76,11.2,138,153.22,1,9,1,0,3,0.119,0
SMB_EU_005302,DE,Retail,35,6291.93,-25.21,22,286.0,2,11,0,0,2,0.036,0
SMB_EU_005303,ES,E-commerce,7,10421.71,-0.71,45,231.59,1,9,1,0,1,0.038,0
SMB_EU_005304,UK,Retail,18,36604.13,-3.75,164,223.2,1,14,0,0,2,0.056,0
SMB_EU_005305,NL,Retail,70,7813.5,-27.37,35,223.24,1,8,1,0,2,0.166,1
SMB_EU_005306,NL,Retail,30,7259.99,3.49,48,151.25,4,12,3,0,0,0.034,0
SMB_EU_005307,NL,Subscription,37,5865.52,-49.91,30,195.52,3,11,1,1,0,0.077,0
SMB_EU_005308,FR,Retail,28,9265.0,-7.88,42,220.6,1,15,0,1,2,0.097,0
SMB_EU_005309,UK,Services,36,5630.8,-18.46,38,148.18,1,8,2,0,1,0.002,0
SMB_EU_005310,UK,Retail,53,7922.49,-4.88,31,255.56,1,5,0,0,0,0.034,0
SMB_EU_005311,FR,Retail,4,10059.1,11.66,67,150.14,1,7,0,1,1,0.069,0
SMB_EU_005312,IT,E-commerce,42,43214.35,11.62,451,95.82,3,13,0,1,2,0.06,0
SMB_EU_005313,UK,E-commerce,24,10496.26,-6.46,84,124.96,3,10,1,0,2,0.084,0
SMB_EU_005314,UK,Subscription,47,9235.69,-48.66,54,171.03,3,9,2,1,1,0.12,1
SMB_EU_005315,NL,Subscription,19,6101.38,-50.18,22,277.34,4,10,0,1,0,0.143,0
SMB_EU_005316,NL,Services,19,5967.08,-2.05,35,170.49,2,7,3,0,1,0.091,0
SMB_EU_005317,FR,Hospitality,9,4266.0,-24.45,43,99.21,3,12,0,0,2,0.108,0
SMB_EU_005318,UK,E-commerce,25,10943.92,-35.43,89,122.97,3,9,2,1,1,0.085,0
SMB_EU_005319,DE,E-commerce,9,6248.47,1.85,31,201.56,2,16,1,0,3,0.238,0
SMB_EU_005320,IT,Subscription,23,9543.89,9.21,80,119.3,4,6,0,0,2,0.121,0
SMB_EU_005321,FR,Hospitality,29,7764.96,-11.71,83,93.55,4,11,1,0,0,0.139,0
SMB_EU_005322,FR,Hospitality,15,18320.95,0.63,77,237.93,4,7,0,0,0,0.053,0
SMB_EU_005323,FR,Retail,6,10603.06,2.1,42,252.45,1,8,1,2,3,0.063,0
SMB_EU_005324,UK,Retail,5,6108.19,-2.11,23,265.57,1,7,1,2,1,0.0,0
SMB_EU_005325,DE,Subscription,12,3980.54,-0.33,15,265.37,4,14,1,0,2,0.09,0
SMB_EU_005326,IT,E-commerce,5,7208.62,1.89,44,163.83,2,8,1,0,1,0.108,0
SMB_EU_005327,DE,E-commerce,28,6894.15,7.22,29,237.73,3,8,1,0,0,0.092,0
SMB_EU_005328,DE,Retail,104,24686.75,17.54,118,209.21,3,14,0,0,1,0.11,0
SMB_EU_005329,NL,Services,9,5942.47,-86.01,70,84.89,3,16,0,0,0,0.039,0
SMB_EU_005330,NL,Retail,120,5638.75,-12.13,33,170.87,1,13,0,0,1,0.022,0
SMB_EU_005331,FR,Services,28,2810.95,-25.66,31,90.68,2,10,0,0,0,0.024,0
SMB_EU_005332,FR,Retail,32,4786.39,4.63,49,97.68,3,13,0,2,0,0.214,0
SMB_EU_005333,DE,Services,7,3468.97,35.33,38,91.29,2,12,1,0,1,0.04,0
SMB_EU_005334,FR,Services,29,11014.26,-0.64,38,289.85,3,8,0,0,1,0.223,0
SMB_EU_005335,UK,Retail,17,7857.55,2.7,30,261.92,3,16,0,0,3,0.182,0
SMB_EU_005336,UK,Hospitality,67,2517.53,-4.65,14,179.82,1,11,1,0,1,0.129,0
SMB_EU_005337,FR,E-commerce,5,59998.87,10.01,446,134.53,1,9,0,1,0,0.043,0
SMB_EU_005338,IT,Retail,17,4036.37,-27.87,42,96.1,3,6,1,0,2,0.039,0
SMB_EU_005339,UK,Services,13,3507.62,-10.14,20,175.38,1,7,0,0,3,0.051,0
SMB_EU_005340,DE,E-commerce,33,32921.86,-1.72,155,212.4,1,14,0,0,0,0.11,0
SMB_EU_005341,ES,E-commerce,2,19242.86,-16.78,75,256.57,4,10,0,0,5,0.163,0
SMB_EU_005342,UK,Retail,66,6034.47,-1.78,66,91.43,2,12,1,0,2,0.079,0
SMB_EU_005343,DE,E-commerce,32,7165.16,-6.29,42,170.6,4,15,1,1,1,0.085,0
SMB_EU_005344,DE,Services,30,2799.45,-54.55,9,311.05,1,10,2,1,0,0.091,1
SMB_EU_005345,UK,E-commerce,10,8707.22,-10.65,82,106.19,2,15,1,0,2,0.09,0
SMB_EU_005346,NL,Subscription,44,9038.05,-44.71,54,167.37,1,12,1,2,0,0.079,0
SMB_EU_005347,DE,Subscription,41,10093.2,0.13,72,140.18,1,8,0,0,2,0.013,0
SMB_EU_005348,FR,Retail,57,7317.35,1.18,67,109.21,4,7,0,0,1,0.037,0
SMB_EU_005349,NL,Retail,20,7813.97,4.11,30,260.47,1,5,0,0,2,0.116,0
SMB_EU_005350,IT,Services,6,2661.8,-2.61,11,241.98,1,7,1,0,1,0.101,0
SMB_EU_005351,ES,E-commerce,15,17884.45,-11.8,105,170.33,3,7,0,0,3,0.084,0
SMB_EU_005352,UK,Retail,48,17248.98,1.23,107,161.21,3,8,0,0,1,0.043,0
SMB_EU_005353,FR,E-commerce,17,13604.15,-2.68,52,261.62,4,6,0,0,1,0.178,0
SMB_EU_005354,NL,Hospitality,85,5378.38,15.37,54,99.6,1,6,0,1,2,0.037,0
SMB_EU_005355,NL,Services,44,5255.31,17.26,47,111.82,1,3,0,0,1,0.207,0
SMB_EU_005356,FR,Retail,78,15648.33,-20.58,56,279.43,2,10,1,2,2,0.094,0
SMB_EU_005357,DE,Retail,18,4676.77,9.26,18,259.82,2,9,2,0,2,0.118,0
SMB_EU_005358,UK,Subscription,35,21493.12,12.27,86,249.92,1,8,2,0,1,0.074,0
SMB_EU_005359,UK,Services,12,6437.7,-20.19,30,214.59,1,9,1,0,0,0.216,0
SMB_EU_005360,NL,Hospitality,46,6104.14,8.69,42,145.34,3,9,2,0,3,0.1,0
SMB_EU_005361,IT,Services,36,10354.09,13.44,36,287.61,3,14,0,2,0,0.165,0
SMB_EU_005362,FR,E-commerce,43,7380.29,-14.24,39,189.24,1,10,0,0,1,0.076,0
SMB_EU_005363,IT,Services,20,6839.16,-45.8,48,142.48,4,14,1,0,1,0.12,0
SMB_EU_005364,IT,E-commerce,28,19418.69,2.79,121,160.49,1,11,0,0,4,0.157,0
SMB_EU_005365,NL,Retail,27,4563.86,8.56,55,82.98,4,9,1,0,0,0.06,0
SMB_EU_005366,UK,Services,20,6591.76,-14.83,48,137.33,4,11,0,0,0,0.053,0
SMB_EU_005367,IT,E-commerce,30,17779.27,17.36,147,120.95,2,6,0,0,1,0.095,0
SMB_EU_005368,FR,Subscription,33,8084.77,-30.44,74,109.25,2,8,1,2,1,0.119,0
SMB_EU_005369,ES,E-commerce,38,25172.21,19.86,289,87.1,1,11,2,1,2,0.121,0
SMB_EU_005370,DE,Subscription,19,6386.41,8.25,49,130.33,3,7,0,0,2,0.12,0
SMB_EU_005371,FR,Subscription,44,10584.78,-55.25,103,102.76,1,11,0,0,1,0.089,1
SMB_EU_005372,FR,Retail,42,7392.29,12.97,82,90.15,2,3,1,2,1,0.046,0
SMB_EU_005373,NL,Services,38,3457.76,-66.2,31,111.54,2,8,0,0,2,0.037,1
SMB_EU_005374,ES,E-commerce,47,20282.96,1.72,163,124.44,1,12,0,1,1,0.03,0
SMB_EU_005375,NL,Subscription,23,7945.32,3.58,46,172.72,4,6,0,0,1,0.074,0
SMB_EU_005376,ES,E-commerce,10,6198.12,3.54,30,206.6,3,6,2,1,1,0.093,0
SMB_EU_005377,IT,Services,42,1696.89,-12.6,11,154.26,1,12,1,0,2,0.051,0
SMB_EU_005378,FR,E-commerce,17,24082.48,-7.44,217,110.98,2,5,0,1,0,0.035,0
SMB_EU_005379,ES,Retail,7,3846.18,1.9,13,295.86,2,10,1,0,0,0.056,0
SMB_EU_005380,FR,Retail,17,9460.0,-10.9,49,193.06,4,8,1,1,0,0.03,0
SMB_EU_005381,FR,E-commerce,29,15502.81,4.07,64,242.23,1,10,1,1,0,0.021,0
SMB_EU_005382,NL,Services,62,4008.11,-9.21,17,235.77,4,9,2,0,1,0.041,0
SMB_EU_005383,FR,Hospitality,34,19409.46,15.0,136,142.72,1,13,2,0,1,0.042,0
SMB_EU_005384,DE,Hospitality,46,6682.98,23.44,33,202.51,1,10,0,2,2,0.248,0
SMB_EU_005385,IT,E-commerce,42,23604.33,-4.46,111,212.65,3,10,0,1,1,0.09,0
SMB_EU_005386,NL,E-commerce,32,17795.4,13.8,113,157.48,1,18,0,0,1,0.04,0
SMB_EU_005387,NL,Retail,21,6962.36,-3.18,31,224.59,4,11,1,0,2,0.07,0
SMB_EU_005388,UK,Services,12,4943.06,-14.05,19,260.16,1,6,0,0,0,0.056,0
SMB_EU_005389,IT,Subscription,92,21592.59,-6.39,135,159.95,4,11,3,0,2,0.056,0
SMB_EU_005390,UK,E-commerce,17,28815.5,-56.29,346,83.28,4,6,1,0,2,0.054,0
SMB_EU_005391,DE,Retail,21,25806.68,-26.8,165,156.4,3,11,1,0,1,0.149,0
SMB_EU_005392,IT,Retail,24,9137.87,-42.7,86,106.25,2,7,0,0,0,0.03,1
SMB_EU_005393,UK,Hospitality,17,3545.21,1.29,31,114.36,2,14,1,0,1,0.174,0
SMB_EU_005394,IT,Hospitality,37,4606.41,15.01,29,158.84,2,7,1,0,1,0.027,0
SMB_EU_005395,ES,Services,17,2451.67,9.12,20,122.58,4,8,1,0,1,0.064,0
SMB_EU_005396,FR,E-commerce,21,23766.49,-55.58,83,286.34,1,3,0,0,0,0.13,0
SMB_EU_005397,DE,Services,16,3517.98,-5.34,16,219.87,2,5,1,1,0,0.056,0
SMB_EU_005398,NL,Hospitality,20,959.42,22.84,5,191.88,4,11,1,0,1,0.145,0
SMB_EU_005399,FR,E-commerce,10,65779.99,-20.28,801,82.12,2,11,1,0,2,0.129,0
SMB_EU_005400,UK,E-commerce,8,10651.38,-26.94,104,102.42,2,6,3,0,0,0.096,1
SMB_EU_005401,FR,Retail,71,5660.36,15.63,22,257.29,2,11,2,0,1,0.128,0
SMB_EU_005402,UK,E-commerce,46,40895.38,-10.6,247,165.57,4,5,0,0,0,0.124,0
SMB_EU_005403,UK,Services,64,2421.74,-8.82,27,89.69,1,9,0,0,1,0.057,0
SMB_EU_005404,FR,E-commerce,68,29666.36,-5.79,113,262.53,4,9,1,0,1,0.123,0
SMB_EU_005405,FR,Services,13,3514.76,10.27,24,146.45,1,11,1,0,2,0.044,0
SMB_EU_005406,UK,Hospitality,62,2711.45,-16.12,16,169.47,3,6,0,0,3,0.092,0
SMB_EU_005407,UK,Retail,52,22261.8,23.25,76,292.92,1,14,0,0,0,0.146,0
SMB_EU_005408,NL,Hospitality,20,10439.72,14.07,125,83.52,1,7,0,1,0,0.083,0
SMB_EU_005409,FR,E-commerce,33,26050.86,9.92,109,239.0,3,5,0,0,2,0.07,0
SMB_EU_005410,NL,E-commerce,45,18702.24,-4.41,65,287.73,2,5,0,0,0,0.118,0
SMB_EU_005411,IT,Retail,39,11460.46,12.44,122,93.94,2,5,1,0,1,0.125,0
SMB_EU_005412,FR,E-commerce,24,7161.76,-43.76,26,275.45,2,5,2,1,1,0.181,1
SMB_EU_005413,ES,Retail,29,8554.08,-18.09,50,171.08,2,10,1,1,2,0.023,0
SMB_EU_005414,DE,Retail,36,4582.22,2.4,17,269.54,1,14,2,0,1,0.07,0
SMB_EU_005415,DE,E-commerce,20,6518.77,-28.29,44,148.15,1,10,2,0,1,0.08,0
SMB_EU_005416,FR,E-commerce,39,19194.47,6.09,65,295.3,2,9,0,1,1,0.018,0
SMB_EU_005417,FR,Subscription,15,18031.39,8.86,81,222.61,1,12,0,0,1,0.033,0
SMB_EU_005418,FR,E-commerce,64,11917.75,-83.2,55,216.69,2,13,4,0,1,0.023,1
SMB_EU_005419,NL,Services,50,4402.75,-38.91,17,258.99,3,6,1,0,2,0.029,0
SMB_EU_005420,FR,E-commerce,46,7577.32,30.97,43,176.22,3,11,1,0,1,0.097,0
SMB_EU_005421,DE,Services,34,5021.7,-2.8,37,135.72,2,6,1,0,2,0.081,0
SMB_EU_005422,FR,E-commerce,31,23667.34,14.63,172,137.6,2,5,1,0,2,0.08,0
SMB_EU_005423,UK,Subscription,52,14470.92,16.9,95,152.33,1,10,1,2,1,0.2,0
SMB_EU_005424,FR,E-commerce,11,20804.22,5.91,96,216.71,4,17,1,0,1,0.195,0
SMB_EU_005425,NL,Services,14,3450.02,15.26,13,265.39,2,11,2,0,0,0.117,0
SMB_EU_005426,IT,E-commerce,39,10155.07,-31.69,53,191.61,1,11,3,0,0,0.036,1
SMB_EU_005427,UK,Retail,26,12893.0,-55.22,76,169.64,1,11,0,0,0,0.125,0
SMB_EU_005428,FR,Hospitality,17,9766.51,-100.0,38,257.01,3,11,2,0,2,0.046,1
SMB_EU_005429,IT,Retail,54,7215.59,-26.19,50,144.31,2,8,1,0,1,0.034,0
SMB_EU_005430,ES,E-commerce,29,11615.58,-8.19,50,232.31,1,7,1,0,1,0.075,0
SMB_EU_005431,IT,Retail,33,16115.63,-9.98,156,103.31,2,5,0,0,0,0.06,0
SMB_EU_005432,DE,Hospitality,55,4834.56,0.62,46,105.1,3,13,0,2,0,0.099,0
SMB_EU_005433,IT,Subscription,24,14080.4,-0.31,64,220.01,1,11,0,0,0,0.153,0
SMB_EU_005434,DE,E-commerce,86,13817.62,2.01,141,98.0,2,12,1,0,1,0.087,0
SMB_EU_005435,IT,Services,12,2666.9,2.62,23,115.95,1,7,1,1,1,0.08,0
SMB_EU_005436,ES,E-commerce,54,39465.92,4.99,182,216.85,1,7,2,0,1,0.095,0
SMB_EU_005437,DE,E-commerce,18,16120.45,-14.39,91,177.15,2,9,0,0,1,0.174,0
SMB_EU_005438,UK,Subscription,48,5875.42,-10.87,29,202.6,3,7,0,0,2,0.038,0
SMB_EU_005439,DE,Services,15,2170.49,-37.17,7,310.07,1,6,1,0,1,0.05,1
SMB_EU_005440,UK,Services,8,2305.82,-0.32,11,209.62,3,4,0,1,0,0.161,0
SMB_EU_005441,NL,E-commerce,49,11992.76,-16.23,57,210.4,3,9,0,1,0,0.205,0
SMB_EU_005442,DE,E-commerce,20,47614.03,-17.97,291,163.62,2,9,0,0,2,0.11,0
SMB_EU_005443,DE,Retail,8,5633.01,10.87,26,216.65,4,7,1,0,2,0.033,0
SMB_EU_005444,UK,E-commerce,50,35749.03,-12.9,431,82.94,4,11,1,1,0,0.034,0
SMB_EU_005445,DE,E-commerce,31,13868.11,-3.13,68,203.94,2,8,0,1,1,0.062,0
SMB_EU_005446,DE,Services,20,2461.44,30.14,26,94.67,2,10,0,1,1,0.154,0
SMB_EU_005447,FR,Services,34,3764.11,2.41,29,129.8,1,12,0,0,2,0.207,0
SMB_EU_005448,IT,E-commerce,24,6954.98,-21.84,34,204.56,4,7,1,1,3,0.114,0
SMB_EU_005449,IT,Retail,22,4786.79,-31.09,21,227.94,4,9,0,0,3,0.041,0
SMB_EU_005450,DE,Services,45,2938.76,-54.51,18,163.26,3,9,1,2,2,0.054,0
SMB_EU_005451,FR,Retail,31,2552.72,22.67,15,170.18,1,11,1,1,1,0.059,0
SMB_EU_005452,FR,Hospitality,15,14871.36,-21.25,78,190.66,3,8,3,0,1,0.113,0
SMB_EU_005453,DE,Retail,26,9079.8,-1.06,37,245.4,1,14,0,2,1,0.171,0
SMB_EU_005454,FR,E-commerce,45,9937.18,0.11,118,84.21,1,12,0,0,0,0.057,0
SMB_EU_005455,ES,Subscription,11,10280.81,-19.61,58,177.26,3,13,1,0,1,0.053,0
SMB_EU_005456,DE,Retail,57,4846.0,-31.27,58,83.55,4,9,2,0,1,0.095,0
SMB_EU_005457,FR,E-commerce,30,3020.47,-12.45,20,151.02,1,9,0,1,0,0.048,0
SMB_EU_005458,FR,E-commerce,29,88417.08,-9.83,455,194.32,1,13,1,0,2,0.033,0
SMB_EU_005459,UK,Subscription,30,10084.35,11.71,103,97.91,1,10,0,0,2,0.069,0
SMB_EU_005460,UK,Services,73,3511.45,-21.43,19,184.81,4,4,1,0,0,0.047,0
SMB_EU_005461,ES,Retail,26,2507.01,6.76,9,278.56,3,9,1,0,2,0.183,0
SMB_EU_005462,FR,Retail,21,3263.99,-10.86,14,233.14,3,9,0,0,2,0.178,0
SMB_EU_005463,DE,Hospitality,24,16190.99,-27.88,64,252.98,2,9,3,0,0,0.049,1
SMB_EU_005464,FR,E-commerce,49,36936.98,-14.7,178,207.51,2,7,0,0,0,0.073,0
SMB_EU_005465,FR,Hospitality,40,9428.04,0.41,34,277.3,1,11,1,1,0,0.151,0
SMB_EU_005466,NL,Retail,27,4097.57,20.93,36,113.82,1,9,0,0,2,0.065,0
SMB_EU_005467,ES,Retail,97,19794.93,13.7,111,178.33,3,9,1,0,2,0.248,0
SMB_EU_005468,UK,Hospitality,38,7858.76,-4.41,37,212.4,2,8,1,0,2,0.028,0
SMB_EU_005469,UK,Retail,13,11850.81,14.58,44,269.34,1,6,0,0,1,0.106,0
SMB_EU_005470,FR,Services,4,6534.79,-5.35,44,148.52,2,11,2,0,0,0.032,0
SMB_EU_005471,IT,Retail,41,3238.95,-22.0,40,80.97,1,8,2,0,1,0.086,0
SMB_EU_005472,FR,Retail,22,3898.32,0.32,13,299.87,2,6,1,0,1,0.201,0
SMB_EU_005473,DE,Subscription,8,6626.61,-22.59,77,86.06,1,10,2,0,1,0.082,0
SMB_EU_005474,ES,E-commerce,25,22070.33,11.87,194,113.76,3,5,1,2,5,0.048,0
SMB_EU_005475,DE,Services,43,2184.05,12.09,13,168.0,1,10,2,1,2,0.083,0
SMB_EU_005476,FR,Retail,23,7201.1,-13.2,38,189.5,2,7,0,2,2,0.056,0
SMB_EU_005477,FR,Hospitality,26,5396.73,2.18,20,269.84,3,12,4,1,2,0.02,0
SMB_EU_005478,IT,Services,4,8045.25,2.04,45,178.78,3,10,2,1,1,0.117,0
SMB_EU_005479,ES,E-commerce,41,22485.11,13.08,112,200.76,2,12,2,0,2,0.129,0
SMB_EU_005480,FR,Services,6,2727.27,-18.68,22,123.97,1,9,1,1,1,0.081,0
SMB_EU_005481,ES,Hospitality,17,14293.02,8.99,70,204.19,4,6,3,0,0,0.141,0
SMB_EU_005482,FR,E-commerce,32,7464.11,-19.75,48,155.5,1,11,1,1,3,0.053,1
SMB_EU_005483,NL,Hospitality,14,11554.83,-40.11,114,101.36,3,8,2,1,1,0.083,0
SMB_EU_005484,ES,Hospitality,17,4313.17,15.94,15,287.54,4,12,0,1,1,0.051,0
SMB_EU_005485,IT,Retail,31,8826.84,-10.04,90,98.08,1,15,1,0,2,0.106,0
SMB_EU_005486,UK,E-commerce,33,17178.23,18.29,75,229.04,1,13,0,2,0,0.067,0
SMB_EU_005487,FR,E-commerce,27,16889.21,-23.61,60,281.49,1,13,2,1,2,0.057,1
SMB_EU_005488,IT,E-commerce,3,22482.78,16.49,188,119.59,1,10,1,0,0,0.203,0
SMB_EU_005489,IT,Services,5,6323.76,21.58,48,131.74,2,14,2,0,1,0.005,0
SMB_EU_005490,UK,E-commerce,49,24004.46,5.19,138,173.95,2,13,0,1,1,0.088,0
SMB_EU_005491,DE,Subscription,20,11893.55,-2.93,82,145.04,3,5,0,0,0,0.008,0
SMB_EU_005492,ES,E-commerce,107,7024.31,4.69,28,250.87,4,12,2,2,2,0.055,0
SMB_EU_005493,IT,E-commerce,31,17635.78,-9.06,114,154.7,2,6,0,2,3,0.03,0
SMB_EU_005494,FR,Services,85,3564.83,39.37,12,297.07,3,16,1,0,0,0.025,0
SMB_EU_005495,NL,E-commerce,23,7709.8,-8.8,29,265.86,1,9,1,1,2,0.087,0
SMB_EU_005496,FR,E-commerce,18,12605.66,19.76,46,274.04,1,4,0,1,1,0.094,0
SMB_EU_005497,IT,Retail,41,8929.7,-11.12,95,94.0,1,16,0,0,1,0.086,0
SMB_EU_005498,UK,E-commerce,55,17424.12,23.95,147,118.53,3,14,0,2,3,0.048,0
SMB_EU_005499,IT,E-commerce,23,28266.15,30.18,241,117.29,4,9,1,1,3,0.044,0
SMB_EU_005500,IT,Subscription,40,19719.54,5.79,87,226.66,4,10,2,0,1,0.12,0
SMB_EU_005501,NL,E-commerce,6,18353.47,4.3,222,82.67,1,8,2,0,3,0.085,0
SMB_EU_005502,DE,Services,13,6818.92,-14.35,26,262.27,1,10,3,0,2,0.06,0
SMB_EU_005503,FR,Hospitality,35,6353.11,-16.14,32,198.53,1,11,0,0,2,0.019,0
SMB_EU_005504,NL,E-commerce,20,23769.08,4.47,116,204.91,1,15,1,0,0,0.11,0
SMB_EU_005505,FR,E-commerce,32,20090.42,-0.51,101,198.92,1,6,3,0,1,0.256,0
SMB_EU_005506,DE,Services,36,4839.18,-49.67,24,201.63,1,11,0,0,0,0.165,1
SMB_EU_005507,NL,Services,40,18185.55,-0.85,147,123.71,1,8,0,1,1,0.076,0
SMB_EU_005508,FR,Retail,48,5764.58,-9.15,41,140.6,1,8,1,1,3,0.068,0
SMB_EU_005509,FR,E-commerce,49,35899.54,3.44,192,186.98,1,10,1,0,2,0.097,0
SMB_EU_005510,NL,E-commerce,11,6655.71,3.48,29,229.51,3,8,2,0,0,0.033,0
SMB_EU_005511,DE,Retail,24,13034.65,-1.52,93,140.16,2,14,2,0,1,0.073,0
SMB_EU_005512,UK,Hospitality,23,14206.51,-30.66,55,258.3,4,9,2,0,0,0.018,0
SMB_EU_005513,UK,Services,25,1592.18,-9.29,6,265.36,2,6,2,2,0,0.028,1
SMB_EU_005514,ES,E-commerce,22,16304.16,2.99,116,140.55,2,12,1,1,0,0.143,0
SMB_EU_005515,DE,Services,27,7680.51,-1.44,38,202.12,1,16,1,0,0,0.07,0
SMB_EU_005516,ES,Hospitality,16,6979.22,-11.66,45,155.09,1,14,1,1,4,0.056,1
SMB_EU_005517,ES,E-commerce,46,18820.44,11.35,154,122.21,3,11,1,1,3,0.266,0
SMB_EU_005518,ES,Retail,36,8681.34,-49.83,34,255.33,1,8,1,0,0,0.123,1
SMB_EU_005519,DE,Services,16,2593.19,-14.44,9,288.13,3,9,0,1,0,0.101,0
SMB_EU_005520,IT,Services,27,20702.72,23.22,101,204.98,3,10,0,1,0,0.056,0
SMB_EU_005521,ES,Hospitality,80,4435.48,-20.33,16,277.22,3,10,2,1,2,0.04,0
SMB_EU_005522,IT,Retail,12,10380.6,-8.93,47,220.86,3,6,2,1,2,0.099,1
SMB_EU_005523,IT,Retail,14,5426.74,-12.75,27,200.99,3,17,1,0,0,0.033,0
SMB_EU_005524,NL,Retail,48,2041.99,11.2,11,185.64,2,8,0,0,0,0.156,0
SMB_EU_005525,NL,Hospitality,69,3445.44,19.76,26,132.52,3,15,0,1,1,0.011,0
SMB_EU_005526,DE,Services,33,2097.77,-2.61,21,99.89,2,14,1,0,0,0.053,0
SMB_EU_005527,IT,Retail,28,15400.22,3.45,87,177.01,1,8,1,1,0,0.155,0
SMB_EU_005528,DE,Services,10,3474.04,6.43,17,204.36,1,10,0,0,1,0.176,0
SMB_EU_005529,NL,Hospitality,19,4407.49,27.06,23,191.63,2,7,1,0,1,0.145,0
SMB_EU_005530,FR,Hospitality,18,3168.19,-84.33,14,226.3,1,10,0,2,0,0.017,1
SMB_EU_005531,IT,Subscription,19,9522.39,11.16,78,122.08,4,15,2,0,3,0.021,0
SMB_EU_005532,DE,Retail,15,5204.72,-14.78,33,157.72,1,12,1,0,1,0.018,0
SMB_EU_005533,IT,Subscription,9,16324.02,-5.56,95,171.83,1,7,1,1,1,0.048,1
SMB_EU_005534,ES,Retail,41,9589.47,4.89,79,121.39,2,6,0,0,0,0.073,0
SMB_EU_005535,DE,E-commerce,34,10643.56,11.11,38,280.09,3,10,1,0,1,0.016,0
SMB_EU_005536,DE,Services,9,8327.62,8.75,36,231.32,2,14,1,0,0,0.125,0
SMB_EU_005537,DE,Subscription,27,9042.98,1.56,90,100.48,1,2,0,0,0,0.053,0
SMB_EU_005538,UK,E-commerce,21,15194.73,-46.23,64,237.42,2,14,0,0,1,0.024,0
SMB_EU_005539,NL,Hospitality,74,2494.73,0.4,12,207.89,2,7,2,0,2,0.124,0
SMB_EU_005540,NL,Services,59,4791.23,-2.72,25,191.65,3,10,0,0,2,0.081,0
SMB_EU_005541,DE,Services,74,6063.97,8.29,20,303.2,3,9,0,1,1,0.047,0
SMB_EU_005542,IT,Retail,19,17806.82,-0.48,82,217.16,3,7,3,1,3,0.055,1
SMB_EU_005543,UK,Services,5,3184.52,0.2,11,289.5,1,7,1,0,5,0.087,0
SMB_EU_005544,ES,E-commerce,11,58845.5,0.27,209,281.56,1,11,2,1,1,0.113,0
SMB_EU_005545,IT,E-commerce,19,20950.68,-2.02,205,102.2,4,10,0,0,1,0.102,0
SMB_EU_005546,DE,E-commerce,22,6027.93,-9.13,74,81.46,1,8,0,1,0,0.058,0
SMB_EU_005547,DE,E-commerce,75,9033.42,-48.58,51,177.13,1,8,1,1,0,0.044,0
SMB_EU_005548,DE,Subscription,46,21111.63,-4.28,85,248.37,3,10,1,0,2,0.102,0
SMB_EU_005549,FR,E-commerce,34,31626.26,9.21,121,261.37,2,7,0,2,0,0.03,0
SMB_EU_005550,DE,Subscription,59,9098.24,1.66,36,252.73,2,8,2,1,3,0.193,0
SMB_EU_005551,FR,Retail,39,8752.96,-5.8,49,178.63,1,11,2,0,0,0.037,0
SMB_EU_005552,FR,Services,44,2485.99,23.47,10,248.6,1,11,0,0,1,0.083,0
SMB_EU_005553,UK,Services,21,11048.6,-29.17,46,240.19,3,8,0,0,1,0.07,1
SMB_EU_005554,IT,Hospitality,8,3317.13,-13.49,22,150.78,1,13,3,0,1,0.137,0
SMB_EU_005555,ES,Hospitality,6,9960.27,-10.5,85,117.18,2,8,0,0,1,0.227,0
SMB_EU_005556,ES,Hospitality,6,13503.99,-30.38,62,217.81,3,12,0,0,0,0.073,0
SMB_EU_005557,DE,Services,41,5146.57,-8.5,22,233.94,4,11,1,1,1,0.103,0
SMB_EU_005558,ES,Services,14,8935.26,-52.41,44,203.07,4,8,1,0,1,0.043,0
SMB_EU_005559,FR,Retail,21,24240.51,-32.16,191,126.91,3,11,1,0,1,0.024,0
SMB_EU_005560,IT,Services,9,5872.14,22.03,42,139.81,2,8,1,1,0,0.164,0
SMB_EU_005561,FR,E-commerce,54,13502.42,-13.58,57,236.88,4,7,0,0,0,0.153,0
SMB_EU_005562,UK,E-commerce,26,14410.23,-31.59,49,294.09,3,17,0,1,1,0.073,0
SMB_EU_005563,FR,Services,31,3201.58,22.5,11,291.05,4,14,1,0,1,0.274,0
SMB_EU_005564,FR,E-commerce,33,9475.41,-7.13,49,193.38,1,8,2,1,1,0.02,1
SMB_EU_005565,UK,Services,36,6520.05,-23.09,24,271.67,1,5,2,1,1,0.037,1
SMB_EU_005566,DE,E-commerce,56,13594.7,11.82,157,86.59,2,8,0,0,4,0.022,0
SMB_EU_005567,IT,Retail,42,9737.49,7.85,36,270.49,3,6,1,0,0,0.064,0
